mode,lhs,desc,first_seen,last_used,use_count,source,tracked
s,<Plug>luasnip-next-choice,LuaSnip: Change to the next choice from the choiceNode,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
x,grc,Increment selection to surrounding scope,2026-05-17T19:59:39Z,,0,...treesitter/lua/nvim-treesitter/incremental_selection.lua:157,y
x,grm,Shrink selection to previous named node,2026-05-17T19:59:39Z,,0,...treesitter/lua/nvim-treesitter/incremental_selection.lua:157,y
x,grn,Increment selection to named node,2026-05-17T19:59:39Z,,0,...treesitter/lua/nvim-treesitter/incremental_selection.lua:157,y
n,gnn,Start selecting nodes with nvim-treesitter,2026-05-17T19:59:39Z,,0,...treesitter/lua/nvim-treesitter/incremental_selection.lua:157,y
n,<leader>sm,Open Makefile file in a floating window,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:326,y
s,<Plug>luasnip-jump-next,LuaSnip: Jump to the next node,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace><a-r>vc,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:91,y
n,"<leader>,,",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:309,y
n,"<leader>,mp",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:307,y
n,<backspace><a-r>Rulob,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:227,y
v,<leader>rt,Telescope Refactors,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:40,y
n,gg,telescope|move_to_top,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,"<leader>t,p",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:149,y
n,<leader>v,Debug Print Var,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:30,y
x,<leader>v,Debug Print Var,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:30,y
n,R,Debug Printf,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:24,y
i,<a-q>,telescope|smart_send_to_qflist + open_qflist,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace><a-r>Rv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:247,y
n,<backspace><a-r>Rr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:255,y
n,<C-x>,telescope|select_horizontal,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<M-f>,telescope|results_scrolling_left,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>gla,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:87,y
n,<leader>Tq,builtin.quickfix,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:91,y
i,<CR>,telescope|select_default,2026-05-17T20:22:20Z,2026-05-17T20:29:56Z,6,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
v,<leader>glg,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:85,y
n,P,Show detailed profiling,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,<leader>glG,Gclog <quickfix>,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:84,y
i,<a-s-q>,telescope|smart_add_to_qflist + open_qflist,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace><a-p>n.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:18,y
i,<a-s-d>,telescope|cycle_history_prev,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>gl<space>,G log _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:82,y
n,<leader>mq,Markdown preview synced (close),2026-05-17T19:59:39Z,,0,/home/kanon/.config/nvim/lua/plugins/markdown.lua:35,y
n,<backspace>ll,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:41,y
n,\,which-key-trigger,2026-05-17T20:24:21Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
x,x,Delete a plugin. WARNING: this will delete the plugin even if it should be installed!,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
i,<S-Tab>,telescope|toggle_selection + move_selection_better,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>glg,G log <normal>,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:80,y
i,<a-'>,"telescopej|{""linedefined"":45,""source"":""@/home/kanon/.config/nvim/lua/plugins/telescope.lua""}",2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<C-k>,telescope|preview_scrolling_right,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,gC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:71,y
n,<C-d>,telescope|preview_scrolling_down,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
i,<C-R>,which-key-trigger registers,2026-05-17T19:59:40Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
v,gq,vim.lsp.buf.format,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:35,y
i,<C-j>,[copilot] accept suggestion,2026-05-17T19:59:40Z,,0,...share/nvim/lazy/copilot.lua/lua/copilot/keymaps/init.lua:96,y
n,<leader>gtb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:188,y
n,G,telescope|move_to_bottom,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace><a-r>v.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:75,y
n,<leader>gl0G,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:67,y
n,<leader>mv,Markdown preview synced (dark),2026-05-17T19:59:39Z,2026-05-17T20:35:04Z,3,/home/kanon/.config/nvim/lua/plugins/markdown.lua:31,y
n,<C-v>,telescope|select_vertical,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<F12>,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:29,y
n,<leader>.r,create ranger instance in current folder,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:396,y
n,<backspace>m.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:117,y
i,<C-x>,telescope|select_horizontal,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>gsta,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:45,y
n,<backspace><a-p>ba,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:38,y
n,<CR>,telescope|select_default,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace><a-p>xm.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:302,y
n,<leader>gi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:51,y
n,<backspace><a-r>vu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:99,y
i,<C-r><C-w>,telescope|insert_original_cword,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<c-c>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:33,y
n,<s-cr>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:455,y
n,Sdxt,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:39,y
n,<a-n>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:45,y
n,Sdu,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:43,y
n,<cr>,Details,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:454,y
n,<leader>0,git log current file <0Gclog>,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:55,y
x,<C-W>,which-key-trigger,2026-05-17T20:15:51Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<leader>gm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:52,y
x,Sd,which-key-trigger,2026-05-17T20:22:30Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<backspace>H,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:1,y
n,"<leader>,sn",edit snippet,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:137,y
n,<Plug>(comment_toggle_blockwise),Comment toggle blockwise,2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:95,n
n,Sdls,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:71,y
n,<backspace><a-p>H,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:2,y
n,<backspace>Rub,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:213,y
n,<Plug>(comment_toggle_blockwise_current),Comment toggle current block,2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:109,n
n,Sdll,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:72,y
n,<backspace><a-r>H,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:3,y
n,<backspace><a-r>sN,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:111,y
n,<Plug>(comment_toggle_blockwise_count),Comment toggle blockwise with count,2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:123,n
n,<a-s>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:39,y
n,<backspace>d.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:5,y
n,<backspace><a-r>vt,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:87,y
n,<backspace>vt,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:85,y
n,<backspace><a-r>Re,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:203,y
n,<backspace><a-p>d.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:6,y
v,<leader>gdi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:36,y
,<leader>gj,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:234,y
n,<leader><leader>d,Dispatch _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:406,y
n,<backspace><a-r>d.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:7,y
n,<leader><leader>D,Dispatch! _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:407,y
n,<backspace><a-p>vl,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:78,y
n,<backspace>vl,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:77,y
n,<backspace>uu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:9,y
n,<backspace><a-p>v.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:74,y
n,<backspace>v.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:73,y
n,"<leader>,fa",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:222,y
n,<backspace><a-p>uu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:10,y
n,<leader><leader>g,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:422,y
n,<leader><leader>p,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:429,y
n,SdBh,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:19,y
n,<backspace><a-r>uu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:11,y
i,<C-q>,telescope|send_to_qflist + open_qflist,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader><leader>R,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:416,y
x,gl,Show recent updates,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,<backspace>rr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:13,y
n,<backspace><a-r>sn,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:107,y
n,sñ,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:8,y
n,<backspace><a-p>ml.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:138,y
n,<backspace><a-p>rr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:14,y
c,<C-R>,which-key-trigger registers,2026-05-17T19:59:46Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<a-q>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:9,y
n,ñbs,Overseer Save Bundle,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/plugins/overseer.lua:73,y
n,<backspace><a-r>rr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:15,y
t,<a-q>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:9,y
n,<backspace><a-r>ll,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:43,y
n,<backspace><a-p>ll,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:42,y
n,<backspace>n.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:17,y
n,<a-Q>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:29,y
n,<backspace><a-r>ba,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:39,y
x,SCt,CodyToggle,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:71,y
t,<a-Q>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:29,y
n,sT,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:320,y
n,<leader>Tk,builtin.keymaps,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:94,y
n,st,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:94,y
n,<backspace><a-r>n.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:19,y
n,<leader>Tr,builtin.registers,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:92,y
n,ss,,2026-05-17T19:52:48Z,2026-05-17T20:35:17Z,5,/home/kanon/.config/nvim/lua/keybindings/init.lua:92,y
t,<a-1>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:30,y
n,<backspace>N.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:21,y
n,Stg,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:60,y
n,StK,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:57,y
n,<a-2>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:31,y
n,<backspace><a-p>N.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:22,y
n,Stt,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:58,y
t,<a-2>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:31,y
n,<backspace>.ant,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:364,y
n,<backspace><a-r>N.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:23,y
n,Sdso,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:66,y
